"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"9:01:41.7693168 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7698348 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7698471 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7698649 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7698750 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7699185 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7699287 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7705416 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7705534 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7705819 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7705931 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7706482 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7706939 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7707573 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7707685 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7712731 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read/Write"
"9:01:41.7713394 PM","powershell.exe","4500","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability\TimeStampInterval","BUFFER OVERFLOW","Length: 12"
